"","","","par1","par2"
"cv",2,102.006581593962,2.89345296711144,-4.9999999999908
"cv",3,105.584026051348,2.86906930556856,-4.99999999799358
"cv",4,112.777470890477,2.73347863253191,-4.99999999998058
"cv",5,104.632912580531,2.87887712284965,-4.99999999976863
"cv",6,104.037139412004,2.88183120276588,-4.99999999986478
"cv",7,64.4436219735233,2.95980061087926,-4.99999999995454
"cv",8,55.4564199720667,2.96708146991456,-4.99999999964556
"cv",9,105.906401841972,2.86570220930549,-4.99999999966793
