"","","","par1","par2"
"cv",2,103.972090098174,3.99999999857156,3.99999999916503
"cv",3,103.972095730883,3.99999999588797,3.99999999757696
"cv",4,103.972007126938,3.9999999995923,3.99999999772586
"cv",5,103.972101461757,3.99999999490521,3.99999999961683
"cv",6,103.972090232359,3.99999999914077,3.99999999961079
"cv",7,103.972091871952,3.99999999955598,3.99999999926496
"cv",8,103.972105618913,3.9999999988236,3.99999999978653
"cv",9,103.972099145851,3.99999999814456,3.99999999772808
