"","tau","beta","meanReward","beta_log10","tau_log10"
"1",0.00673794699908547,0.00673794699908547,0.714352916605455,-2.17147240951626,-2.17147240951626
"2",0.00673794699908547,0.00704967424684527,0.716907288652647,-2.15183095053571,-2.17147240951626
"3",0.00673794699908547,0.00737582337667228,0.721585183815486,-2.13218949155516,-2.17147240951626
"4",0.00673794699908547,0.00771706160865668,0.717261711811418,-2.11254803257461,-2.17147240951626
"5",0.00673794699908547,0.00807408703144286,0.718801271762557,-2.09290657359406,-2.17147240951626
"6",0.00673794699908547,0.00844763003034541,0.726372452057558,-2.07326511461351,-2.17147240951626
"7",0.00673794699908547,0.00883845478153594,0.721552924688711,-2.05362365563297,-2.17147240951626
"8",0.00673794699908547,0.00924736081535777,0.714093568353157,-2.03398219665242,-2.17147240951626
"9",0.00673794699908547,0.00967518465196624,0.726134227450756,-2.01434073767187,-2.17147240951626
"10",0.00673794699908547,0.0101228015126413,0.722609833712865,-1.99469927869132,-2.17147240951626
"11",0.00673794699908547,0.0105911271102725,0.726055044741995,-1.97505781971077,-2.17147240951626
"12",0.00673794699908547,0.0110811195226806,0.715036561913307,-1.95541636073022,-2.17147240951626
"13",0.00673794699908547,0.0115937811526061,0.716069407802526,-1.93577490174967,-2.17147240951626
"14",0.00673794699908547,0.0121301607783766,0.723923117142781,-1.91613344276912,-2.17147240951626
"15",0.00673794699908547,0.0126913556994469,0.722482965962776,-1.89649198378857,-2.17147240951626
"16",0.00673794699908547,0.0132785139812004,0.7234456331975,-1.87685052480802,-2.17147240951626
"17",0.00673794699908547,0.0138928368036063,0.722633797180695,-1.85720906582747,-2.17147240951626
"18",0.00673794699908547,0.0145355809185351,0.726671796739571,-1.83756760684692,-2.17147240951626
"19",0.00673794699908547,0.0152080612207607,0.723451005948312,-1.81792614786637,-2.17147240951626
"20",0.00673794699908547,0.0159116534379084,0.730168391975591,-1.79828468888583,-2.17147240951626
"21",0.00673794699908547,0.016647796944852,0.732914094832354,-1.77864322990528,-2.17147240951626
"22",0.00673794699908547,0.0174179977083171,0.724517679900345,-1.75900177092473,-2.17147240951626
"23",0.00673794699908547,0.0182238313677147,0.728422779374258,-1.73936031194418,-2.17147240951626
"24",0.00673794699908547,0.0190669464585083,0.734180983119263,-1.71971885296363,-2.17147240951626
"25",0.00673794699908547,0.0199490677847077,0.729259232150924,-1.70007739398308,-2.17147240951626
"26",0.00673794699908547,0.0208719999473894,0.735056933574114,-1.68043593500253,-2.17147240951626
"27",0.00673794699908547,0.0218376310364623,0.730710141405732,-1.66079447602198,-2.17147240951626
"28",0.00673794699908547,0.0228479364932304,0.729946831459967,-1.64115301704143,-2.17147240951626
"29",0.00673794699908547,0.023904983151655,0.731838491844689,-1.62151155806089,-2.17147240951626
"30",0.00673794699908547,0.0250109334665835,0.737611083693276,-1.60187009908034,-2.17147240951626
"31",0.00673794699908547,0.0261680499375946,0.736130146158938,-1.58222864009979,-2.17147240951626
"32",0.00673794699908547,0.0273786997375106,0.740051026683304,-1.56258718111924,-2.17147240951626
"33",0.00673794699908547,0.0286453595550447,0.731564621911607,-1.54294572213869,-2.17147240951626
"34",0.00673794699908547,0.029970620661491,0.737568499726347,-1.52330426315814,-2.17147240951626
"35",0.00673794699908547,0.0313571942118213,0.7398313430642,-1.50366280417759,-2.17147240951626
"36",0.00673794699908547,0.0328079167910354,0.740978701373055,-1.48402134519704,-2.17147240951626
"37",0.00673794699908547,0.0343257562171083,0.739506117592273,-1.46437988621649,-2.17147240951626
"38",0.00673794699908547,0.0359138176124095,0.741348747776655,-1.44473842723594,-2.17147240951626
"39",0.00673794699908547,0.0375753497560111,0.741593075254059,-1.42509696825539,-2.17147240951626
"40",0.00673794699908547,0.0393137517298828,0.749080513131959,-1.40545550927485,-2.17147240951626
"41",0.00673794699908547,0.0411325798725696,0.743643613733173,-1.3858140502943,-2.17147240951626
"42",0.00673794699908547,0.0430355550545763,0.748527993052075,-1.36617259131375,-2.17147240951626
"43",0.00673794699908547,0.0450265702903446,0.749434923849095,-1.3465311323332,-2.17147240951626
"44",0.00673794699908547,0.0471096987023932,0.75176970857758,-1.32688967335265,-2.17147240951626
"45",0.00673794699908547,0.0492892018539146,0.751292573087283,-1.3072482143721,-2.17147240951626
"46",0.00673794699908547,0.0515695384668745,0.757428120942943,-1.28760675539155,-2.17147240951626
"47",0.00673794699908547,0.0539553735434496,0.758095524179409,-1.267965296411,-2.17147240951626
"48",0.00673794699908547,0.0564515879094627,0.763628198417445,-1.24832383743045,-2.17147240951626
"49",0.00673794699908547,0.0590632881993397,0.766898746305643,-1.2286823784499,-2.17147240951626
"50",0.00673794699908547,0.0617958173030152,0.764493858602508,-1.20904091946935,-2.17147240951626
"51",0.00673794699908547,0.0646547652961579,0.772376436640008,-1.1893994604888,-2.17147240951626
"52",0.00673794699908547,0.067645980876076,0.768285085687744,-1.16975800150826,-2.17147240951626
"53",0.00673794699908547,0.0707755833266999,0.779333308756231,-1.15011654252771,-2.17147240951626
"54",0.00673794699908547,0.0740499750371157,0.774337180630924,-1.13047508354716,-2.17147240951626
"55",0.00673794699908547,0.0774758545992635,0.775731347951957,-1.11083362456661,-2.17147240951626
"56",0.00673794699908547,0.0810602305115919,0.794447820482442,-1.09119216558606,-2.17147240951626
"57",0.00673794699908547,0.0848104355167045,0.787301122292536,-1.07155070660551,-2.17147240951626
"58",0.00673794699908547,0.0887341416023298,0.788611902550727,-1.05190924762496,-2.17147240951626
"59",0.00673794699908547,0.092839375696302,0.79231102822119,-1.03226778864441,-2.17147240951626
"60",0.00673794699908547,0.0971345360876608,0.79284674620302,-1.01262632966386,-2.17147240951626
"61",0.00673794699908547,0.101628409607465,0.79617557645046,-0.992984870683313,-2.17147240951626
"62",0.00673794699908547,0.106330189604464,0.803956552903716,-0.973343411702765,-2.17147240951626
"63",0.00673794699908547,0.111249494752408,0.798593364396847,-0.953701952722217,-2.17147240951626
"64",0.00673794699908547,0.116396388727464,0.811862788706278,-0.934060493741666,-2.17147240951626
"65",0.00673794699908547,0.121781400795994,0.80908919527868,-0.914419034761118,-2.17147240951626
"66",0.00673794699908547,0.127415547354823,0.809827115251068,-0.894777575780569,-2.17147240951626
"67",0.00673794699908547,0.133310354468046,0.815624092531532,-0.875136116800019,-2.17147240951626
"68",0.00673794699908547,0.139477881446493,0.820975573888683,-0.855494657819471,-2.17147240951626
"69",0.00673794699908547,0.145930745518084,0.818758630622066,-0.835853198838923,-2.17147240951626
"70",0.00673794699908547,0.152682147639541,0.828550973154388,-0.816211739858373,-2.17147240951626
"71",0.00673794699908547,0.159745899502266,0.826800481640995,-0.796570280877823,-2.17147240951626
"72",0.00673794699908547,0.16713645178763,0.831234886910691,-0.776928821897275,-2.17147240951626
"73",0.00673794699908547,0.174868923729479,0.836934360471619,-0.757287362916727,-2.17147240951626
"74",0.00673794699908547,0.182959134044329,0.833084377728137,-0.737645903936176,-2.17147240951626
"75",0.00673794699908547,0.191423633292527,0.84424784602436,-0.718004444955627,-2.17147240951626
"76",0.00673794699908547,0.20027973773659,0.838191717235377,-0.698362985975077,-2.17147240951626
"77",0.00673794699908547,0.209545564765974,0.83784065148495,-0.678721526994528,-2.17147240951626
"78",0.00673794699908547,0.219240069960751,0.840112899795184,-0.65908006801398,-2.17147240951626
"79",0.00673794699908547,0.22938308587002,0.840782583382986,-0.63943860903343,-2.17147240951626
"80",0.00673794699908547,0.239995362584369,0.840267077624923,-0.619797150052881,-2.17147240951626
"81",0.00673794699908547,0.25109861018541,0.841012220282433,-0.600155691072333,-2.17147240951626
"82",0.00673794699908547,0.262715543159213,0.842151615797315,-0.580514232091783,-2.17147240951626
"83",0.00673794699908547,0.274869926864496,0.841475609203113,-0.560872773111234,-2.17147240951626
"84",0.00673794699908547,0.287586626150649,0.84483366783956,-0.541231314130685,-2.17147240951626
"85",0.00673794699908547,0.300891656225037,0.838039150493436,-0.521589855150137,-2.17147240951626
"86",0.00673794699908547,0.314812235873653,0.839704183422082,-0.501948396169588,-2.17147240951626
"87",0.00673794699908547,0.329376843143987,0.839294489969636,-0.482306937189038,-2.17147240951626
"88",0.00673794699908547,0.34461527360404,0.834533957727473,-0.462665478208489,-2.17147240951626
"89",0.00673794699908547,0.360558701296653,0.832910413845937,-0.44302401922794,-2.17147240951626
"90",0.00673794699908547,0.377239742513853,0.827900755020159,-0.423382560247391,-2.17147240951626
"91",0.00673794699908547,0.394692522521684,0.820949183457052,-0.403741101266842,-2.17147240951626
"92",0.00673794699908547,0.41295274537202,0.81378614777037,-0.384099642286294,-2.17147240951626
"93",0.00673794699908547,0.432057766944192,0.808993388502554,-0.364458183305744,-2.17147240951626
"94",0.00673794699908547,0.452046671365826,0.791749123118668,-0.344816724325195,-2.17147240951626
"95",0.00673794699908547,0.472960350969269,0.764897655270114,-0.325175265344646,-2.17147240951626
"96",0.00673794699908547,0.494841589947132,0.722882052618831,-0.305533806364096,-2.17147240951626
"97",0.00673794699908547,0.517735151878123,0.688083328269305,-0.285892347383548,-2.17147240951626
"98",0.00673794699908547,0.541687871302212,0.665395126039395,-0.266250888402998,-2.17147240951626
"99",0.00673794699908547,0.566748749532454,0.650427063050276,-0.246609429422449,-2.17147240951626
"100",0.00673794699908547,0.59296905489951,0.634723245031924,-0.2269679704419,-2.17147240951626
"101",0.00673794699908547,0.620402427633912,0.625147022319854,-0.207326511461351,-2.17147240951626
"102",0.00673794699908547,0.649104989600646,0.611291210029684,-0.187685052480802,-2.17147240951626
"103",0.00673794699908547,0.679135459110547,0.607304561813112,-0.168043593500253,-2.17147240951626
"104",0.00673794699908547,0.710555271043374,0.601195921943304,-0.148402134519704,-2.17147240951626
"105",0.00673794699908547,0.743428702528311,0.595714704939983,-0.128760675539155,-2.17147240951626
"106",0.00673794699908547,0.777823004439004,0.587761933997812,-0.109119216558606,-2.17147240951626
"107",0.00673794699908547,0.81380853897214,0.585384117669565,-0.0894777575780568,-2.17147240951626
"108",0.00673794699908547,0.851458923591022,0.586118450338228,-0.0698362985975079,-2.17147240951626
"109",0.00673794699908547,0.890851181628609,0.582547578716227,-0.0501948396169585,-2.17147240951626
"110",0.00673794699908547,0.932065899858115,0.585018800716269,-0.0305533806364095,-2.17147240951626
"111",0.00673794699908547,0.975187393353533,0.573290791960231,-0.0109119216558604,-2.17147240951626
"112",0.00673794699908547,1.02030387797732,0.574948241859251,0.00872953732468718,-2.17147240951626
