"","tau","beta","meanReward","beta_log10","tau_log10"
"1",0.00673794699908547,0.00673794699908547,0.7110588893015,-2.17147240951626,-2.17147240951626
"2",0.00673794699908547,0.00704967424684527,0.703004556314905,-2.15183095053571,-2.17147240951626
"3",0.00673794699908547,0.00737582337667228,0.701928847353284,-2.13218949155516,-2.17147240951626
"4",0.00673794699908547,0.00771706160865668,0.708924730278424,-2.11254803257461,-2.17147240951626
"5",0.00673794699908547,0.00807408703144286,0.707649258152276,-2.09290657359406,-2.17147240951626
"6",0.00673794699908547,0.00844763003034541,0.71399228953579,-2.07326511461351,-2.17147240951626
"7",0.00673794699908547,0.00883845478153594,0.703019286269473,-2.05362365563297,-2.17147240951626
"8",0.00673794699908547,0.00924736081535777,0.701698568920402,-2.03398219665242,-2.17147240951626
"9",0.00673794699908547,0.00967518465196624,0.704252185014126,-2.01434073767187,-2.17147240951626
"10",0.00673794699908547,0.0101228015126413,0.709003673423693,-1.99469927869132,-2.17147240951626
"11",0.00673794699908547,0.0105911271102725,0.710209659540351,-1.97505781971077,-2.17147240951626
"12",0.00673794699908547,0.0110811195226806,0.710990820009175,-1.95541636073022,-2.17147240951626
"13",0.00673794699908547,0.0115937811526061,0.705176987659457,-1.93577490174967,-2.17147240951626
"14",0.00673794699908547,0.0121301607783766,0.709576856669431,-1.91613344276912,-2.17147240951626
"15",0.00673794699908547,0.0126913556994469,0.723529954953959,-1.89649198378857,-2.17147240951626
"16",0.00673794699908547,0.0132785139812004,0.710772824299908,-1.87685052480802,-2.17147240951626
"17",0.00673794699908547,0.0138928368036063,0.70989972019207,-1.85720906582747,-2.17147240951626
"18",0.00673794699908547,0.0145355809185351,0.70702631157514,-1.83756760684692,-2.17147240951626
"19",0.00673794699908547,0.0152080612207607,0.715851260277733,-1.81792614786637,-2.17147240951626
"20",0.00673794699908547,0.0159116534379084,0.717105882004524,-1.79828468888583,-2.17147240951626
"21",0.00673794699908547,0.016647796944852,0.712216035239888,-1.77864322990528,-2.17147240951626
"22",0.00673794699908547,0.0174179977083171,0.712294434666598,-1.75900177092473,-2.17147240951626
"23",0.00673794699908547,0.0182238313677147,0.716424794686013,-1.73936031194418,-2.17147240951626
"24",0.00673794699908547,0.0190669464585083,0.715248147766235,-1.71971885296363,-2.17147240951626
"25",0.00673794699908547,0.0199490677847077,0.713563684726202,-1.70007739398308,-2.17147240951626
"26",0.00673794699908547,0.0208719999473894,0.715521779618012,-1.68043593500253,-2.17147240951626
"27",0.00673794699908547,0.0218376310364623,0.714215898609843,-1.66079447602198,-2.17147240951626
"28",0.00673794699908547,0.0228479364932304,0.714794038331603,-1.64115301704143,-2.17147240951626
"29",0.00673794699908547,0.023904983151655,0.721926076627856,-1.62151155806089,-2.17147240951626
"30",0.00673794699908547,0.0250109334665835,0.720791334228672,-1.60187009908034,-2.17147240951626
"31",0.00673794699908547,0.0261680499375946,0.718954065129815,-1.58222864009979,-2.17147240951626
"32",0.00673794699908547,0.0273786997375106,0.714234403234832,-1.56258718111924,-2.17147240951626
"33",0.00673794699908547,0.0286453595550447,0.725376658475117,-1.54294572213869,-2.17147240951626
"34",0.00673794699908547,0.029970620661491,0.723360799853908,-1.52330426315814,-2.17147240951626
"35",0.00673794699908547,0.0313571942118213,0.718832039974862,-1.50366280417759,-2.17147240951626
"36",0.00673794699908547,0.0328079167910354,0.716423588731058,-1.48402134519704,-2.17147240951626
"37",0.00673794699908547,0.0343257562171083,0.724885340404317,-1.46437988621649,-2.17147240951626
"38",0.00673794699908547,0.0359138176124095,0.724939317633093,-1.44473842723594,-2.17147240951626
"39",0.00673794699908547,0.0375753497560111,0.724906973031694,-1.42509696825539,-2.17147240951626
"40",0.00673794699908547,0.0393137517298828,0.722312911532244,-1.40545550927485,-2.17147240951626
"41",0.00673794699908547,0.0411325798725696,0.725781869973563,-1.3858140502943,-2.17147240951626
"42",0.00673794699908547,0.0430355550545763,0.723262227814153,-1.36617259131375,-2.17147240951626
"43",0.00673794699908547,0.0450265702903446,0.729039241139118,-1.3465311323332,-2.17147240951626
"44",0.00673794699908547,0.0471096987023932,0.724909757416291,-1.32688967335265,-2.17147240951626
"45",0.00673794699908547,0.0492892018539146,0.733327471065046,-1.3072482143721,-2.17147240951626
"46",0.00673794699908547,0.0515695384668745,0.726715985527366,-1.28760675539155,-2.17147240951626
"47",0.00673794699908547,0.0539553735434496,0.732321995374174,-1.267965296411,-2.17147240951626
"48",0.00673794699908547,0.0564515879094627,0.725025248934424,-1.24832383743045,-2.17147240951626
"49",0.00673794699908547,0.0590632881993397,0.733012819216057,-1.2286823784499,-2.17147240951626
"50",0.00673794699908547,0.0617958173030152,0.73563634347731,-1.20904091946935,-2.17147240951626
"51",0.00673794699908547,0.0646547652961579,0.737355043001347,-1.1893994604888,-2.17147240951626
"52",0.00673794699908547,0.067645980876076,0.738786424386362,-1.16975800150826,-2.17147240951626
"53",0.00673794699908547,0.0707755833266999,0.740421437950378,-1.15011654252771,-2.17147240951626
"54",0.00673794699908547,0.0740499750371157,0.74319633545443,-1.13047508354716,-2.17147240951626
"55",0.00673794699908547,0.0774758545992635,0.743417541910711,-1.11083362456661,-2.17147240951626
"56",0.00673794699908547,0.0810602305115919,0.743469494040549,-1.09119216558606,-2.17147240951626
"57",0.00673794699908547,0.0848104355167045,0.749027181515006,-1.07155070660551,-2.17147240951626
"58",0.00673794699908547,0.0887341416023298,0.747824035086916,-1.05190924762496,-2.17147240951626
"59",0.00673794699908547,0.092839375696302,0.75326958090784,-1.03226778864441,-2.17147240951626
"60",0.00673794699908547,0.0971345360876608,0.74826536527907,-1.01262632966386,-2.17147240951626
"61",0.00673794699908547,0.101628409607465,0.75392346144171,-0.992984870683313,-2.17147240951626
"62",0.00673794699908547,0.106330189604464,0.756485464307858,-0.973343411702765,-2.17147240951626
"63",0.00673794699908547,0.111249494752408,0.761336036658984,-0.953701952722217,-2.17147240951626
"64",0.00673794699908547,0.116396388727464,0.760973693656113,-0.934060493741666,-2.17147240951626
"65",0.00673794699908547,0.121781400795994,0.764305182242038,-0.914419034761118,-2.17147240951626
"66",0.00673794699908547,0.127415547354823,0.76802784689632,-0.894777575780569,-2.17147240951626
"67",0.00673794699908547,0.133310354468046,0.765345050524025,-0.875136116800019,-2.17147240951626
"68",0.00673794699908547,0.139477881446493,0.769641789898693,-0.855494657819471,-2.17147240951626
"69",0.00673794699908547,0.145930745518084,0.772972925269963,-0.835853198838923,-2.17147240951626
"70",0.00673794699908547,0.152682147639541,0.781253620582865,-0.816211739858373,-2.17147240951626
"71",0.00673794699908547,0.159745899502266,0.776489107848092,-0.796570280877823,-2.17147240951626
"72",0.00673794699908547,0.16713645178763,0.785842867541759,-0.776928821897275,-2.17147240951626
"73",0.00673794699908547,0.174868923729479,0.790611745580645,-0.757287362916727,-2.17147240951626
"74",0.00673794699908547,0.182959134044329,0.788692079238306,-0.737645903936176,-2.17147240951626
"75",0.00673794699908547,0.191423633292527,0.794326643488568,-0.718004444955627,-2.17147240951626
"76",0.00673794699908547,0.20027973773659,0.805900787681383,-0.698362985975077,-2.17147240951626
"77",0.00673794699908547,0.209545564765974,0.807734162000683,-0.678721526994528,-2.17147240951626
"78",0.00673794699908547,0.219240069960751,0.802331391055867,-0.65908006801398,-2.17147240951626
"79",0.00673794699908547,0.22938308587002,0.8103113403794,-0.63943860903343,-2.17147240951626
"80",0.00673794699908547,0.239995362584369,0.818340401749909,-0.619797150052881,-2.17147240951626
"81",0.00673794699908547,0.25109861018541,0.818719981956838,-0.600155691072333,-2.17147240951626
"82",0.00673794699908547,0.262715543159213,0.822006812243566,-0.580514232091783,-2.17147240951626
"83",0.00673794699908547,0.274869926864496,0.825478526343184,-0.560872773111234,-2.17147240951626
"84",0.00673794699908547,0.287586626150649,0.823726012847381,-0.541231314130685,-2.17147240951626
"85",0.00673794699908547,0.300891656225037,0.832709267777805,-0.521589855150137,-2.17147240951626
