"lambda","beta","tau","mu","replication"
0.204413870080183,1.29634922634537,0.00673794699908547,21.0084200988502,5
0.204413870080183,1.29634922634537,0.00673794699908547,18.8707187647235,6
0.204413870080183,1.29634922634537,0.00673794699908547,20.3097870989569,7
0.204413870080183,1.29634922634537,0.00673794699908547,20.3361064403824,8
0.204413870080183,1.29634922634537,0.00673794699908547,22.886087848171,9
0.204413870080183,1.29634922634537,0.00673794699908547,22.8144456713019,10
0.333562290169942,1.29634922634537,0.00673794699908547,19.6689980180548,1
0.333562290169942,1.29634922634537,0.00673794699908547,19.3309496314754,2
0.333562290169942,1.29634922634537,0.00673794699908547,20.8617712940217,3
0.333562290169942,1.29634922634537,0.00673794699908547,21.949281142626,4
0.333562290169942,1.29634922634537,0.00673794699908547,26.8984481645219,5
0.333562290169942,1.29634922634537,0.00673794699908547,20.2684075270009,6
0.333562290169942,1.29634922634537,0.00673794699908547,26.9877559108132,7
0.333562290169942,1.29634922634537,0.00673794699908547,25.3918464482773,8
0.333562290169942,1.29634922634537,0.00673794699908547,23.1842565311346,9
0.333562290169942,1.29634922634537,0.00673794699908547,19.4376645993449,10
0.544306515892354,1.29634922634537,0.00673794699908547,29.426796091082,1
0.544306515892354,1.29634922634537,0.00673794699908547,30.5053048705951,2
0.544306515892354,1.29634922634537,0.00673794699908547,31.7158464271248,3
0.544306515892354,1.29634922634537,0.00673794699908547,23.4471709166074,4
0.544306515892354,1.29634922634537,0.00673794699908547,19.780583041138,5
0.544306515892354,1.29634922634537,0.00673794699908547,29.2264877970725,6
0.544306515892354,1.29634922634537,0.00673794699908547,22.1332228062499,7
0.544306515892354,1.29634922634537,0.00673794699908547,28.6937031705022,8
0.544306515892354,1.29634922634537,0.00673794699908547,28.3124646300035,9
0.544306515892354,1.29634922634537,0.00673794699908547,22.1490494462023,10
0.88819867225378,1.29634922634537,0.00673794699908547,25.7658406804861,1
0.88819867225378,1.29634922634537,0.00673794699908547,27.0736922816719,2
0.88819867225378,1.29634922634537,0.00673794699908547,23.0932381995997,3
0.88819867225378,1.29634922634537,0.00673794699908547,25.8106927914821,4
0.88819867225378,1.29634922634537,0.00673794699908547,25.267697027598,5
0.88819867225378,1.29634922634537,0.00673794699908547,23.6758980043185,6
0.88819867225378,1.29634922634537,0.00673794699908547,21.2921761957396,7
0.88819867225378,1.29634922634537,0.00673794699908547,28.6323137449709,8
0.88819867225378,1.29634922634537,0.00673794699908547,29.3340274150631,9
0.88819867225378,1.29634922634537,0.00673794699908547,27.100598444718,10
1.44936145050558,1.29634922634537,0.00673794699908547,26.7991064293786,1
1.44936145050558,1.29634922634537,0.00673794699908547,26.5983840452672,2
1.44936145050558,1.29634922634537,0.00673794699908547,28.858849439468,3
1.44936145050558,1.29634922634537,0.00673794699908547,24.7093928667254,4
1.44936145050558,1.29634922634537,0.00673794699908547,28.4003032828115,5
1.44936145050558,1.29634922634537,0.00673794699908547,23.8610333689008,6
1.44936145050558,1.29634922634537,0.00673794699908547,27.7778369890671,7
1.44936145050558,1.29634922634537,0.00673794699908547,28.0668427380701,8
1.44936145050558,1.29634922634537,0.00673794699908547,27.8809225312447,9
1.44936145050558,1.29634922634537,0.00673794699908547,23.585225425654,10
0.204413870080183,0.126856491916401,0.0195771344010022,27.3057447948125,1
0.204413870080183,0.126856491916401,0.0195771344010022,41.3284220340024,2
0.204413870080183,0.126856491916401,0.0195771344010022,45.9912897560023,3
0.204413870080183,0.126856491916401,0.0195771344010022,47.4332679385017,4
0.204413870080183,0.126856491916401,0.0195771344010022,40.2538916483727,5
0.204413870080183,0.126856491916401,0.0195771344010022,42.6574987183864,6
0.204413870080183,0.126856491916401,0.0195771344010022,35.6632097273043,7
0.204413870080183,0.126856491916401,0.0195771344010022,46.32149643539,8
0.204413870080183,0.126856491916401,0.0195771344010022,30.212032339773,9
0.204413870080183,0.126856491916401,0.0195771344010022,26.2676244256749,10
0.333562290169942,0.126856491916401,0.0195771344010022,33.163554315112,1
0.333562290169942,0.126856491916401,0.0195771344010022,42.910332518464,2
0.333562290169942,0.126856491916401,0.0195771344010022,48.9948386776077,3
0.333562290169942,0.126856491916401,0.0195771344010022,37.999997790157,4
0.333562290169942,0.126856491916401,0.0195771344010022,36.6434942248292,5
0.333562290169942,0.126856491916401,0.0195771344010022,36.5506693216244,6
0.333562290169942,0.126856491916401,0.0195771344010022,26.326438721418,7
0.333562290169942,0.126856491916401,0.0195771344010022,27.1073544793379,8
0.333562290169942,0.126856491916401,0.0195771344010022,41.5273983061069,9
0.333562290169942,0.126856491916401,0.0195771344010022,30.8680981003075,10
0.544306515892354,0.126856491916401,0.0195771344010022,37.9209435419257,1
0.544306515892354,0.126856491916401,0.0195771344010022,48.7217941722462,2
0.544306515892354,0.126856491916401,0.0195771344010022,41.458204756839,3
0.544306515892354,0.126856491916401,0.0195771344010022,36.4083246842146,4
0.544306515892354,0.126856491916401,0.0195771344010022,33.7470807630086,5
0.544306515892354,0.126856491916401,0.0195771344010022,35.4396161739984,6
0.544306515892354,0.126856491916401,0.0195771344010022,33.657777172821,7
0.544306515892354,0.126856491916401,0.0195771344010022,34.0381724865928,8
0.544306515892354,0.126856491916401,0.0195771344010022,33.3341134398559,9
0.544306515892354,0.126856491916401,0.0195771344010022,37.1877117133169,10
0.88819867225378,0.126856491916401,0.0195771344010022,44.3131056252153,1
0.88819867225378,0.126856491916401,0.0195771344010022,36.0472769695805,2
0.88819867225378,0.126856491916401,0.0195771344010022,46.7881007453346,3
0.88819867225378,0.126856491916401,0.0195771344010022,31.4983816220353,4
0.88819867225378,0.126856491916401,0.0195771344010022,39.8337957778905,5
0.88819867225378,0.126856491916401,0.0195771344010022,43.5255302400399,6
0.88819867225378,0.126856491916401,0.0195771344010022,33.5248610508054,7
0.88819867225378,0.126856491916401,0.0195771344010022,28.0291463318212,8
0.88819867225378,0.126856491916401,0.0195771344010022,41.6749741049849,9
0.88819867225378,0.126856491916401,0.0195771344010022,36.7775244517878,10
1.44936145050558,0.126856491916401,0.0195771344010022,38.6963923680021,1
1.44936145050558,0.126856491916401,0.0195771344010022,39.1131694999171,2
1.44936145050558,0.126856491916401,0.0195771344010022,47.9813712991763,3
1.44936145050558,0.126856491916401,0.0195771344010022,34.3030633129553,4
1.44936145050558,0.126856491916401,0.0195771344010022,31.2111274635728,5
1.44936145050558,0.126856491916401,0.0195771344010022,44.7669534497946,6
1.44936145050558,0.126856491916401,0.0195771344010022,38.0853982090327,7
1.44936145050558,0.126856491916401,0.0195771344010022,35.0672977309208,8
1.44936145050558,0.126856491916401,0.0195771344010022,30.2879578598524,9
1.44936145050558,0.126856491916401,0.0195771344010022,45.1797918410417,10
0.204413870080183,0.226811476703398,0.0195771344010022,23.0920368012714,1
0.204413870080183,0.226811476703398,0.0195771344010022,34.1035875399477,2
0.204413870080183,0.226811476703398,0.0195771344010022,27.1718819600495,3
0.204413870080183,0.226811476703398,0.0195771344010022,39.818444531718,4
0.204413870080183,0.226811476703398,0.0195771344010022,41.8199969660148,5
0.204413870080183,0.226811476703398,0.0195771344010022,47.9688213328667,6
0.204413870080183,0.226811476703398,0.0195771344010022,29.4032049932669,7
0.204413870080183,0.226811476703398,0.0195771344010022,21.2361159961516,8
0.204413870080183,0.226811476703398,0.0195771344010022,24.771020557949,9
0.204413870080183,0.226811476703398,0.0195771344010022,43.143816229223,10
0.333562290169942,0.226811476703398,0.0195771344010022,39.1212922424397,1
0.333562290169942,0.226811476703398,0.0195771344010022,21.7984500579645,2
0.333562290169942,0.226811476703398,0.0195771344010022,33.8612729254369,3
0.333562290169942,0.226811476703398,0.0195771344010022,42.3104760053513,4
0.333562290169942,0.226811476703398,0.0195771344010022,41.1104126350995,5
0.333562290169942,0.226811476703398,0.0195771344010022,19.0636657409156,6
0.333562290169942,0.226811476703398,0.0195771344010022,40.9718787910873,7
0.333562290169942,0.226811476703398,0.0195771344010022,42.5331241425574,8
0.333562290169942,0.226811476703398,0.0195771344010022,25.3480545410432,9
0.333562290169942,0.226811476703398,0.0195771344010022,21.9789772453124,10
0.544306515892354,0.226811476703398,0.0195771344010022,36.5228215224558,1
0.544306515892354,0.226811476703398,0.0195771344010022,46.775074138097,2
0.544306515892354,0.226811476703398,0.0195771344010022,33.9408936548258,3
0.544306515892354,0.226811476703398,0.0195771344010022,44.2730120417677,4
0.544306515892354,0.226811476703398,0.0195771344010022,21.5443867779351,5
0.544306515892354,0.226811476703398,0.0195771344010022,29.3170272875659,6
0.544306515892354,0.226811476703398,0.0195771344010022,29.6291749453766,7
0.544306515892354,0.226811476703398,0.0195771344010022,32.0172209436318,8
0.544306515892354,0.226811476703398,0.0195771344010022,34.031736238222,9
0.544306515892354,0.226811476703398,0.0195771344010022,42.586743522793,10
0.88819867225378,0.226811476703398,0.0195771344010022,42.8716311301176,1
0.88819867225378,0.226811476703398,0.0195771344010022,46.0660273377018,2
0.88819867225378,0.226811476703398,0.0195771344010022,44.6870921009168,3
0.88819867225378,0.226811476703398,0.0195771344010022,44.6353970731687,4
0.88819867225378,0.226811476703398,0.0195771344010022,40.3649890481583,5
0.88819867225378,0.226811476703398,0.0195771344010022,39.8186973330771,6
0.88819867225378,0.226811476703398,0.0195771344010022,49.1428891267933,7
0.88819867225378,0.226811476703398,0.0195771344010022,48.2959584579502,8
0.88819867225378,0.226811476703398,0.0195771344010022,35.8219691326153,9
0.88819867225378,0.226811476703398,0.0195771344010022,39.0644008472442,10
1.44936145050558,0.226811476703398,0.0195771344010022,38.5136076644912,1
1.44936145050558,0.226811476703398,0.0195771344010022,37.7531041145308,2
1.44936145050558,0.226811476703398,0.0195771344010022,29.5760219473633,3
1.44936145050558,0.226811476703398,0.0195771344010022,48.2516926100778,4
1.44936145050558,0.226811476703398,0.0195771344010022,34.7532049962356,5
1.44936145050558,0.226811476703398,0.0195771344010022,48.3781398463477,6
1.44936145050558,0.226811476703398,0.0195771344010022,34.1503679984923,7
1.44936145050558,0.226811476703398,0.0195771344010022,41.4918161439778,8
1.44936145050558,0.226811476703398,0.0195771344010022,39.4931481815521,9
1.44936145050558,0.226811476703398,0.0195771344010022,27.2702396865641,10
0.204413870080183,0.405524740493985,0.0195771344010022,22.7013838002727,1
0.204413870080183,0.405524740493985,0.0195771344010022,19.8945909173407,2
0.204413870080183,0.405524740493985,0.0195771344010022,22.5942629740572,3
0.204413870080183,0.405524740493985,0.0195771344010022,38.8101355064891,4
0.204413870080183,0.405524740493985,0.0195771344010022,20.5812300898686,5
0.204413870080183,0.405524740493985,0.0195771344010022,22.7694109407231,6
0.204413870080183,0.405524740493985,0.0195771344010022,36.1717352591093,7
0.204413870080183,0.405524740493985,0.0195771344010022,21.5111655135408,8
0.204413870080183,0.405524740493985,0.0195771344010022,20.7651615546979,9
0.204413870080183,0.405524740493985,0.0195771344010022,21.4642205977302,10
0.333562290169942,0.405524740493985,0.0195771344010022,22.7710824076735,1
0.333562290169942,0.405524740493985,0.0195771344010022,37.1077334509493,2
0.333562290169942,0.405524740493985,0.0195771344010022,35.6749573904845,3
0.333562290169942,0.405524740493985,0.0195771344010022,31.5106907076978,4
0.333562290169942,0.405524740493985,0.0195771344010022,26.7528367868449,5
0.333562290169942,0.405524740493985,0.0195771344010022,35.6512263464413,6
0.333562290169942,0.405524740493985,0.0195771344010022,26.0654085315245,7
0.333562290169942,0.405524740493985,0.0195771344010022,19.3680277351666,8
0.333562290169942,0.405524740493985,0.0195771344010022,25.955901266482,9
0.333562290169942,0.405524740493985,0.0195771344010022,21.2545884851369,10
0.544306515892354,0.405524740493985,0.0195771344010022,30.1473999408162,1
0.544306515892354,0.405524740493985,0.0195771344010022,27.5175643895407,2
0.544306515892354,0.405524740493985,0.0195771344010022,39.5067781792393,3
0.544306515892354,0.405524740493985,0.0195771344010022,29.5634094147549,4
0.544306515892354,0.405524740493985,0.0195771344010022,31.5392870648298,5
0.544306515892354,0.405524740493985,0.0195771344010022,36.0360809312239,6
0.544306515892354,0.405524740493985,0.0195771344010022,29.7170166304829,7
0.544306515892354,0.405524740493985,0.0195771344010022,43.1719337669082,8
0.544306515892354,0.405524740493985,0.0195771344010022,34.9180174875251,9
0.544306515892354,0.405524740493985,0.0195771344010022,33.470879051008,10
0.88819867225378,0.405524740493985,0.0195771344010022,39.8438509514863,1
0.88819867225378,0.405524740493985,0.0195771344010022,36.6366429396153,2
0.88819867225378,0.405524740493985,0.0195771344010022,40.6601746862924,3
0.88819867225378,0.405524740493985,0.0195771344010022,43.2750723871638,4
0.88819867225378,0.405524740493985,0.0195771344010022,37.7446831784001,5
0.88819867225378,0.405524740493985,0.0195771344010022,39.5411522206233,6
0.88819867225378,0.405524740493985,0.0195771344010022,28.8651480283731,7
0.88819867225378,0.405524740493985,0.0195771344010022,39.2667945375054,8
0.88819867225378,0.405524740493985,0.0195771344010022,36.3137256478188,9
0.88819867225378,0.405524740493985,0.0195771344010022,36.2873495547423,10
1.44936145050558,0.405524740493985,0.0195771344010022,24.0345087421716,1
1.44936145050558,0.405524740493985,0.0195771344010022,33.3148242704447,2
1.44936145050558,0.405524740493985,0.0195771344010022,41.7946303374612,3
1.44936145050558,0.405524740493985,0.0195771344010022,33.6906011659699,4
1.44936145050558,0.405524740493985,0.0195771344010022,41.3429678716688,5
1.44936145050558,0.405524740493985,0.0195771344010022,41.0007106132985,6
1.44936145050558,0.405524740493985,0.0195771344010022,43.3553042761003,7
1.44936145050558,0.405524740493985,0.0195771344010022,35.1204930386888,8
