"","","","par1","par2","par3"
"cv",2,98.0411177847677,0.616125390130175,2.83167852964058,-3.70992258980826
"cv",3,98.0411177847677,-0.174030710266631,2.11814388206339,-2.24294488574365
"cv",4,98.0411177847677,-1.59900497280279,2.06512289889444,-2.73807553191314
"cv",5,98.0411177847677,-1.01332057787338,0.342092574515769,-3.99310483224623
"cv",6,98.0411177847677,-1.78506189509039,1.83739362032857,-2.9947918662759
"cv",7,98.0411177847677,-0.051701760166634,0.477502857084656,-4.67676649174544
"cv",8,98.0411177847677,-0.269116063372068,2.44798655088216,-4.10333434119821
"cv",9,98.0411177847677,0.15052635866404,0.921707062006198,-4.05034505407892
