"","","","par1","par2"
"cv",2,103.974256219497,3.9999999996194,3.99999999918949
"cv",3,103.976862289761,3.99999999566842,3.99999999968773
"cv",4,103.972010149072,3.99999999866149,3.99999999820015
"cv",5,103.974538491352,3.99999999968251,3.9999999994391
"cv",6,103.975343638275,3.99999999241099,3.99999999968371
"cv",7,103.97271931628,3.99999999763317,3.99999999970189
"cv",8,103.973948398364,3.99999999833359,3.99999999983854
"cv",9,103.975051485768,3.99999999783096,3.99999999968392
