"","","","par1","par2"
"cv",2,103.971902885966,3.99999999980131,3.99999999908499
"cv",3,103.971902885966,3.99999999956094,3.99999999921292
"cv",4,103.972211248177,3.99999999871712,3.99999998609957
"cv",5,103.971902885966,3.99999999995279,3.9999999993019
"cv",6,104.762848105696,-4.99999999999016,2.97967006821292
"cv",7,104.158611189921,-4.99999979167485,3.99999999145949
"cv",8,103.971902885966,3.99999999970232,3.99999999903963
"cv",9,109.065974301485,-4.99999999999961,1.76171282668019
