"","","","par1","par2"
"cv",2,103.972092870138,3.99999999991155,3.99999999975863
"cv",3,103.972099959683,3.99999999862255,3.99999999965786
"cv",4,103.972110234823,3.99999999981526,3.99999999908495
"cv",5,103.972091295389,3.99999999992577,3.99999999905638
"cv",6,103.972095963198,3.99999999986272,3.99999999890171
"cv",7,103.97209038369,3.99999999954198,3.99999999925346
"cv",8,103.97207939839,3.99999999940831,3.99999999953802
"cv",9,103.972101518833,3.99999999885638,3.99999999598404
