"","","","par1","par2"
"cv",2,103.972847997405,3.99999999348814,3.99999999903831
"cv",3,103.972946856429,3.99999999922228,3.99999999907684
"cv",4,103.973217036994,3.99999998845207,3.99999999389497
"cv",5,103.978443432439,3.99999999666832,3.9999999969741
"cv",6,103.973431905753,3.99999999874151,3.99999999971541
"cv",7,103.971431591809,3.99999999993323,3.99999999897048
"cv",8,103.973096755222,3.99999999872186,3.99999999604859
"cv",9,103.973326756551,3.99999999957645,3.99999999923095
