"","","","par1","par2"
"cv",2,103.974664775042,3.99999999797628,3.99999999945243
"cv",3,103.974148526448,3.99999999884956,3.99999999986233
"cv",4,103.972005713404,3.99999999969347,3.99999999997228
"cv",5,103.975466751801,3.99999999911043,3.99999999951625
"cv",6,103.97313076164,3.99999999855795,3.99999999873494
"cv",7,103.972176989437,3.99999999788837,3.99999999876433
"cv",8,103.977083424969,3.99999999984775,3.99999999918185
"cv",9,103.977722490825,3.99999999999499,3.99999999989713
