"","","","par1","par2"
"cv",2,103.974610629301,3.99999999879149,3.99999999969345
"cv",3,103.975421833227,3.99999999830152,3.99999999649062
"cv",4,103.975943112845,3.99999999772016,3.99999999985261
"cv",5,103.975092699146,3.99999999999121,3.99999999698235
"cv",6,103.973113669433,3.99999999619977,3.99999999975046
"cv",7,103.974239466722,3.99999999941568,3.99999999931675
"cv",8,103.974626369674,3.9999999998753,3.99999999975189
"cv",9,103.976344689316,3.99999999853107,3.99999999977131
