"","","","par1","par2"
"cv",2,103.974829264779,3.99999983378764,3.99999999748597
"cv",3,103.972039487445,3.9999999898098,3.99999999165256
"cv",4,103.971160015163,3.99999998910682,3.9999999997659
"cv",5,103.973978685188,3.89151015712351,3.99999999443918
"cv",6,103.972037274899,3.99999998554837,3.99999999961618
"cv",7,103.972387547478,3.99999998281227,3.99999999816292
"cv",8,103.972223498528,3.99999995651062,3.99999999756883
"cv",9,103.973835480104,3.99999997834346,3.99999999429317
