"","","","par1","par2"
"cv",2,103.971937192735,3.99999999930264,3.99999999985967
"cv",3,103.971937190009,3.99999999755354,3.99999999908957
"cv",4,105.716763427139,-4.99999999999336,1.82783421415495
"cv",5,103.836125223585,-4.99999999999506,3.36602417368905
"cv",6,104.066966681431,-4.99999999999835,2.5636637050087
"cv",7,103.853280038505,-4.99999999879718,3.99999999981141
"cv",8,105.646191323116,-4.99999999999838,1.84234545019383
"cv",9,104.099234614227,-4.99999999999715,2.52623569264392
