"","","","par1","par2"
"cv",2,103.972095955113,3.99999999936788,3.99999999962804
"cv",3,103.972103633735,3.99999999932516,3.99999999920504
"cv",4,103.972088604667,3.99999999992029,3.99999999946067
"cv",5,103.972103288403,3.99999999981215,3.99999999896034
"cv",6,103.972100040428,3.99999999979263,3.99999999960367
"cv",7,103.972090178626,3.99999999960273,3.99999999936767
"cv",8,103.972096564856,3.99999999995828,3.99999999730542
"cv",9,103.972098824606,3.99999999954412,3.99999999906921
